2
T: p e
22
A: cap-shape 6 b c x f k s
A: cap-surface 4 f g y s
A: cap-color 10 n b c g r p u e w y
A: bruises 2 t f
A: odor 9 a l c y f m n p s
A: gill-attachment 4 a d f n
A: gill-spacing 3 c w d
A: gill-size 2 b n
A: gill-color 12 k n b h g r o p u e w y
A: stalk-shape 2 e t
A: stalk-root 7 b c u e z r ?
A: stalk-surface-above-ring 4 f y k s
A: stalk-surface-below-ring 4 f y k s
A: stalk-color-above-ring 9 n b c g o p e w y
A: stalk-color-below-ring 9 n b c g o p e w y
A: veil-type 2 p u
A: veil-color 4 n o w y
A: ring-number 3 n o t
A: ring-type 8 c e f l n p s z
A: spore-print-color 9 k n b h r o u w y
A: population 6 a c n s v y
A: habitat 7 g l m p u w d
4062																							
D:	x	s	n	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	k	s	u	p
D:	x	s	y	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	n	g	e
D:	b	s	w	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	n	m	e
D:	x	y	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	s	u	p
D:	x	s	g	f	n	f	w	b	k	t	e	s	s	w	w	p	w	o	e	n	a	g	e
D:	x	y	y	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	n	g	e
D:	b	s	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	n	m	e
D:	b	y	w	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	s	m	e
D:	x	y	w	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	v	g	p
D:	b	s	y	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	s	m	e
D:	x	y	y	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	n	g	e
D:	x	y	y	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	s	m	e
D:	b	s	y	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	g	e
D:	x	y	w	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	v	u	p
D:	x	f	n	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	k	a	g	e
D:	s	f	g	f	n	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	y	u	e
D:	f	f	w	f	n	f	w	b	k	t	e	s	s	w	w	p	w	o	e	n	a	g	e
D:	x	s	n	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	s	g	p
D:	x	y	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	s	u	p
D:	x	s	n	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	s	u	p
D:	b	s	y	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	s	m	e
D:	x	y	n	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	v	g	p
D:	b	y	y	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	s	m	e
D:	b	y	w	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	m	e
D:	b	s	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	s	m	e
D:	f	s	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	v	g	p
D:	x	y	y	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	n	m	e
D:	x	y	w	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	m	e
D:	f	f	n	f	n	f	c	n	k	e	e	s	s	w	w	p	w	o	p	k	y	u	e
D:	x	s	y	t	a	f	w	n	n	t	b	s	s	w	w	p	w	o	p	n	v	d	e
D:	b	s	y	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	n	m	e
D:	x	y	w	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	s	u	p
D:	x	y	y	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	n	m	e
D:	x	y	n	t	l	f	c	b	p	e	r	s	y	w	w	p	w	o	p	n	y	p	e
D:	b	y	y	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	s	m	e
D:	x	f	y	t	l	f	w	n	w	t	b	s	s	w	w	p	w	o	p	n	v	d	e
